vid,split,category,filename,video_path,audio_path,inter_frame_path
JAEe1dc4Yf4,train,people hiccup,JAEe1dc4Yf4_000020,video/JAEe1dc4Yf4_20000_30000.mp4,audio_wav/JAEe1dc4Yf4_000020.wav,inter_frame/JAEe1dc4Yf4_000020.png
7CxM5tDUzkU,train,"engine accelerating, revving, vroom",7CxM5tDUzkU_000030,video/7CxM5tDUzkU_30000_40000.mp4,audio_wav/7CxM5tDUzkU_000030.wav,inter_frame/7CxM5tDUzkU_000030.png
j3z3xBP0p4o,train,playing ukulele,j3z3xBP0p4o_000137,video/j3z3xBP0p4o_137000_147000.mp4,audio_wav/j3z3xBP0p4o_000137.wav,inter_frame/j3z3xBP0p4o_000137.png
tm9rnG0455k,train,skidding,tm9rnG0455k_000010,video/tm9rnG0455k_10000_20000.mp4,audio_wav/tm9rnG0455k_000010.wav,inter_frame/tm9rnG0455k_000010.png
J0SDvKHcL5M,train,planing timber,J0SDvKHcL5M_000308,video/J0SDvKHcL5M_308000_318000.mp4,audio_wav/J0SDvKHcL5M_000308.wav,inter_frame/J0SDvKHcL5M_000308.png
-3sxPjf6E6k,train,playing trombone,-3sxPjf6E6k_000030,video/-3sxPjf6E6k_30000_40000.mp4,audio_wav/-3sxPjf6E6k_000030.wav,inter_frame/-3sxPjf6E6k_000030.png
oBx4qtAlZtU,train,elk bugling,oBx4qtAlZtU_000335,video/oBx4qtAlZtU_335000_345000.mp4,audio_wav/oBx4qtAlZtU_000335.wav,inter_frame/oBx4qtAlZtU_000335.png
HZGsJYlQmDQ,train,plastic bottle crushing,HZGsJYlQmDQ_000001,video/HZGsJYlQmDQ_1000_11000.mp4,audio_wav/HZGsJYlQmDQ_000001.wav,inter_frame/HZGsJYlQmDQ_000001.png
henkGn8ybWg,train,playing drum kit,henkGn8ybWg_000180,video/henkGn8ybWg_180000_190000.mp4,audio_wav/henkGn8ybWg_000180.wav,inter_frame/henkGn8ybWg_000180.png
Mkld6TJfZ7M,train,playing double bass,Mkld6TJfZ7M_000085,video/Mkld6TJfZ7M_85000_95000.mp4,audio_wav/Mkld6TJfZ7M_000085.wav,inter_frame/Mkld6TJfZ7M_000085.png
Sr5UfCMlXcA,train,blowtorch igniting,Sr5UfCMlXcA_000325,video/Sr5UfCMlXcA_325000_335000.mp4,audio_wav/Sr5UfCMlXcA_000325.wav,inter_frame/Sr5UfCMlXcA_000325.png
5ZM9rZqab8Y,train,playing timpani,5ZM9rZqab8Y_000370,video/5ZM9rZqab8Y_370000_380000.mp4,audio_wav/5ZM9rZqab8Y_000370.wav,inter_frame/5ZM9rZqab8Y_000370.png
6dvwlYMo-po,train,playing electric guitar,6dvwlYMo-po_000050,video/6dvwlYMo-po_50000_60000.mp4,audio_wav/6dvwlYMo-po_000050.wav,inter_frame/6dvwlYMo-po_000050.png
Ael_zWRKZPE,train,swimming,Ael_zWRKZPE_000000,video/Ael_zWRKZPE_0_10000.mp4,audio_wav/Ael_zWRKZPE_000000.wav,inter_frame/Ael_zWRKZPE_000000.png
XklA6TkHJfI,train,strike lighter,XklA6TkHJfI_000066,video/XklA6TkHJfI_66000_76000.mp4,audio_wav/XklA6TkHJfI_000066.wav,inter_frame/XklA6TkHJfI_000066.png
ZglW6_cdXMc,train,chainsawing trees,ZglW6_cdXMc_000050,video/ZglW6_cdXMc_50000_60000.mp4,audio_wav/ZglW6_cdXMc_000050.wav,inter_frame/ZglW6_cdXMc_000050.png
-OPRa24qEEc,train,"male speech, man speaking",-OPRa24qEEc_000030,video/-OPRa24qEEc_30000_40000.mp4,audio_wav/-OPRa24qEEc_000030.wav,inter_frame/-OPRa24qEEc_000030.png
FmgbHMYQiOw,train,black capped chickadee calling,FmgbHMYQiOw_000008,video/FmgbHMYQiOw_8000_18000.mp4,audio_wav/FmgbHMYQiOw_000008.wav,inter_frame/FmgbHMYQiOw_000008.png
f1K25n87vJU,train,people sniggering,f1K25n87vJU_000060,video/f1K25n87vJU_60000_70000.mp4,audio_wav/f1K25n87vJU_000060.wav,inter_frame/f1K25n87vJU_000060.png
qQ_rQ8C5rqI,train,playing bongo,qQ_rQ8C5rqI_000149,video/qQ_rQ8C5rqI_149000_159000.mp4,audio_wav/qQ_rQ8C5rqI_000149.wav,inter_frame/qQ_rQ8C5rqI_000149.png
Y-IKGluLO-8,train,"electric shaver, electric razor shaving",Y-IKGluLO-8_000041,video/Y-IKGluLO-8_41000_51000.mp4,audio_wav/Y-IKGluLO-8_000041.wav,inter_frame/Y-IKGluLO-8_000041.png
r9iNDRwwBQQ,train,sharpen knife,r9iNDRwwBQQ_000751,video/r9iNDRwwBQQ_751000_761000.mp4,audio_wav/r9iNDRwwBQQ_000751.wav,inter_frame/r9iNDRwwBQQ_000751.png
IHtB1vkBT1A,train,playing trombone,IHtB1vkBT1A_000030,video/IHtB1vkBT1A_30000_40000.mp4,audio_wav/IHtB1vkBT1A_000030.wav,inter_frame/IHtB1vkBT1A_000030.png
DicWzdR6yws,train,yodelling,DicWzdR6yws_000105,video/DicWzdR6yws_105000_115000.mp4,audio_wav/DicWzdR6yws_000105.wav,inter_frame/DicWzdR6yws_000105.png
Y6zzw_FM0Vg,train,arc welding,Y6zzw_FM0Vg_000120,video/Y6zzw_FM0Vg_120000_130000.mp4,audio_wav/Y6zzw_FM0Vg_000120.wav,inter_frame/Y6zzw_FM0Vg_000120.png
HxsrTkZxqXg,train,bowling impact,HxsrTkZxqXg_000098,video/HxsrTkZxqXg_98000_108000.mp4,audio_wav/HxsrTkZxqXg_000098.wav,inter_frame/HxsrTkZxqXg_000098.png
81Wx-SaPSXI,train,"male speech, man speaking",81Wx-SaPSXI_000030,video/81Wx-SaPSXI_30000_40000.mp4,audio_wav/81Wx-SaPSXI_000030.wav,inter_frame/81Wx-SaPSXI_000030.png
aUsV4aAZqwQ,train,playing oboe,aUsV4aAZqwQ_000118,video/aUsV4aAZqwQ_118000_128000.mp4,audio_wav/aUsV4aAZqwQ_000118.wav,inter_frame/aUsV4aAZqwQ_000118.png
c2FPB8hXFn0,train,playing harmonica,c2FPB8hXFn0_000000,video/c2FPB8hXFn0_0_10000.mp4,audio_wav/c2FPB8hXFn0_000000.wav,inter_frame/c2FPB8hXFn0_000000.png
EQxb-FJFXds,train,"female speech, woman speaking",EQxb-FJFXds_000210,video/EQxb-FJFXds_210000_220000.mp4,audio_wav/EQxb-FJFXds_000210.wav,inter_frame/EQxb-FJFXds_000210.png
arF67Bldxf0,train,elephant trumpeting,arF67Bldxf0_000050,video/arF67Bldxf0_50000_60000.mp4,audio_wav/arF67Bldxf0_000050.wav,inter_frame/arF67Bldxf0_000050.png
eR9YltOMkSY,train,playing snare drum,eR9YltOMkSY_000072,video/eR9YltOMkSY_72000_82000.mp4,audio_wav/eR9YltOMkSY_000072.wav,inter_frame/eR9YltOMkSY_000072.png
TebbL93Gtrc,train,fire crackling,TebbL93Gtrc_000019,video/TebbL93Gtrc_19000_29000.mp4,audio_wav/TebbL93Gtrc_000019.wav,inter_frame/TebbL93Gtrc_000019.png
e2hiX38paj8,train,otter growling,e2hiX38paj8_000074,video/e2hiX38paj8_74000_84000.mp4,audio_wav/e2hiX38paj8_000074.wav,inter_frame/e2hiX38paj8_000074.png
7HxP9RthENE,train,"motorboat, speedboat acceleration",7HxP9RthENE_000030,video/7HxP9RthENE_30000_40000.mp4,audio_wav/7HxP9RthENE_000030.wav,inter_frame/7HxP9RthENE_000030.png
V6apXFsdqsI,train,people shuffling,V6apXFsdqsI_000116,video/V6apXFsdqsI_116000_126000.mp4,audio_wav/V6apXFsdqsI_000116.wav,inter_frame/V6apXFsdqsI_000116.png
5R1VLj8ipw4,train,"bee, wasp, etc. buzzing",5R1VLj8ipw4_000028,video/5R1VLj8ipw4_28000_38000.mp4,audio_wav/5R1VLj8ipw4_000028.wav,inter_frame/5R1VLj8ipw4_000028.png
R7dYuD0yg9Q,train,penguins braying,R7dYuD0yg9Q_000057,video/R7dYuD0yg9Q_57000_67000.mp4,audio_wav/R7dYuD0yg9Q_000057.wav,inter_frame/R7dYuD0yg9Q_000057.png
DgDERNpkGNM,train,bowling impact,DgDERNpkGNM_000271,video/DgDERNpkGNM_271000_281000.mp4,audio_wav/DgDERNpkGNM_000271.wav,inter_frame/DgDERNpkGNM_000271.png
deIdnJmn5x8,train,baby crying,deIdnJmn5x8_000026,video/deIdnJmn5x8_26000_36000.mp4,audio_wav/deIdnJmn5x8_000026.wav,inter_frame/deIdnJmn5x8_000026.png
HA3rPzgPVMI,train,people sniggering,HA3rPzgPVMI_000006,video/HA3rPzgPVMI_6000_16000.mp4,audio_wav/HA3rPzgPVMI_000006.wav,inter_frame/HA3rPzgPVMI_000006.png
7s5gnPV6lRc,train,playing glockenspiel,7s5gnPV6lRc_000068,video/7s5gnPV6lRc_68000_78000.mp4,audio_wav/7s5gnPV6lRc_000068.wav,inter_frame/7s5gnPV6lRc_000068.png
6_aLPMcp1Hs,train,people sneezing,6_aLPMcp1Hs_000262,video/6_aLPMcp1Hs_262000_272000.mp4,audio_wav/6_aLPMcp1Hs_000262.wav,inter_frame/6_aLPMcp1Hs_000262.png
DQD8Eb9F8dw,train,playing clarinet,DQD8Eb9F8dw_000051,video/DQD8Eb9F8dw_51000_61000.mp4,audio_wav/DQD8Eb9F8dw_000051.wav,inter_frame/DQD8Eb9F8dw_000051.png
9dcldClC3Ug,train,turkey gobbling,9dcldClC3Ug_000056,video/9dcldClC3Ug_56000_66000.mp4,audio_wav/9dcldClC3Ug_000056.wav,inter_frame/9dcldClC3Ug_000056.png
_YwsrKxA5qY,train,police radio chatter,_YwsrKxA5qY_000209,video/_YwsrKxA5qY_209000_219000.mp4,audio_wav/_YwsrKxA5qY_000209.wav,inter_frame/_YwsrKxA5qY_000209.png
77qq2Taphag,train,playing electronic organ,77qq2Taphag_000001,video/77qq2Taphag_1000_11000.mp4,audio_wav/77qq2Taphag_000001.wav,inter_frame/77qq2Taphag_000001.png
IpMNmAu9i7w,train,airplane,IpMNmAu9i7w_000180,video/IpMNmAu9i7w_180000_190000.mp4,audio_wav/IpMNmAu9i7w_000180.wav,inter_frame/IpMNmAu9i7w_000180.png
lH23JIB8hP4,train,playing accordion,lH23JIB8hP4_000030,video/lH23JIB8hP4_30000_40000.mp4,audio_wav/lH23JIB8hP4_000030.wav,inter_frame/lH23JIB8hP4_000030.png
4XyxcaVwnbI,train,plastic bottle crushing,4XyxcaVwnbI_000075,video/4XyxcaVwnbI_75000_85000.mp4,audio_wav/4XyxcaVwnbI_000075.wav,inter_frame/4XyxcaVwnbI_000075.png
aq9DCY3wtEU,train,baltimore oriole calling,aq9DCY3wtEU_000064,video/aq9DCY3wtEU_64000_74000.mp4,audio_wav/aq9DCY3wtEU_000064.wav,inter_frame/aq9DCY3wtEU_000064.png
oPhDCQNU4IM,train,playing cymbal,oPhDCQNU4IM_000380,video/oPhDCQNU4IM_380000_390000.mp4,audio_wav/oPhDCQNU4IM_000380.wav,inter_frame/oPhDCQNU4IM_000380.png
_OII0mDYqJU,train,snake hissing,_OII0mDYqJU_000016,video/_OII0mDYqJU_16000_26000.mp4,audio_wav/_OII0mDYqJU_000016.wav,inter_frame/_OII0mDYqJU_000016.png
8sdaYobdoWo,train,playing didgeridoo,8sdaYobdoWo_000566,video/8sdaYobdoWo_566000_576000.mp4,audio_wav/8sdaYobdoWo_000566.wav,inter_frame/8sdaYobdoWo_000566.png
aQU8jpzb6uU,train,chainsawing trees,aQU8jpzb6uU_000015,video/aQU8jpzb6uU_15000_25000.mp4,audio_wav/aQU8jpzb6uU_000015.wav,inter_frame/aQU8jpzb6uU_000015.png
OxpPJTGSCTE,train,cricket chirping,OxpPJTGSCTE_000042,video/OxpPJTGSCTE_42000_52000.mp4,audio_wav/OxpPJTGSCTE_000042.wav,inter_frame/OxpPJTGSCTE_000042.png
Q-n5Cy-uGeQ,train,playing synthesizer,Q-n5Cy-uGeQ_000804,video/Q-n5Cy-uGeQ_804000_814000.mp4,audio_wav/Q-n5Cy-uGeQ_000804.wav,inter_frame/Q-n5Cy-uGeQ_000804.png
ZRMZg1dm77I,train,dog howling,ZRMZg1dm77I_000011,video/ZRMZg1dm77I_11000_21000.mp4,audio_wav/ZRMZg1dm77I_000011.wav,inter_frame/ZRMZg1dm77I_000011.png
eQCMbbkEAEI,train,playing bass drum,eQCMbbkEAEI_000181,video/eQCMbbkEAEI_181000_191000.mp4,audio_wav/eQCMbbkEAEI_000181.wav,inter_frame/eQCMbbkEAEI_000181.png
IfXJA83HcGM,train,playing badminton,IfXJA83HcGM_000453,video/IfXJA83HcGM_453000_463000.mp4,audio_wav/IfXJA83HcGM_000453.wav,inter_frame/IfXJA83HcGM_000453.png
nXUCoDomlOg,train,playing volleyball,nXUCoDomlOg_000073,video/nXUCoDomlOg_73000_83000.mp4,audio_wav/nXUCoDomlOg_000073.wav,inter_frame/nXUCoDomlOg_000073.png
09G63u7J-S0,train,playing electric guitar,09G63u7J-S0_000030,video/09G63u7J-S0_30000_40000.mp4,audio_wav/09G63u7J-S0_000030.wav,inter_frame/09G63u7J-S0_000030.png
QWvYwKEAEOE,train,chainsawing trees,QWvYwKEAEOE_000000,video/QWvYwKEAEOE_0_10000.mp4,audio_wav/QWvYwKEAEOE_000000.wav,inter_frame/QWvYwKEAEOE_000000.png
r0c9XERWtwM,train,tapping guitar,r0c9XERWtwM_000272,video/r0c9XERWtwM_272000_282000.mp4,audio_wav/r0c9XERWtwM_000272.wav,inter_frame/r0c9XERWtwM_000272.png
2uGhMcvJOLA,train,playing drum kit,2uGhMcvJOLA_000030,video/2uGhMcvJOLA_30000_40000.mp4,audio_wav/2uGhMcvJOLA_000030.wav,inter_frame/2uGhMcvJOLA_000030.png
fMZIyPbuH9U,train,driving buses,fMZIyPbuH9U_000270,video/fMZIyPbuH9U_270000_280000.mp4,audio_wav/fMZIyPbuH9U_000270.wav,inter_frame/fMZIyPbuH9U_000270.png
6gzYyJe29tw,train,female singing,6gzYyJe29tw_000030,video/6gzYyJe29tw_30000_40000.mp4,audio_wav/6gzYyJe29tw_000030.wav,inter_frame/6gzYyJe29tw_000030.png
Teh6GsPqrfM,train,sharpen knife,Teh6GsPqrfM_000183,video/Teh6GsPqrfM_183000_193000.mp4,audio_wav/Teh6GsPqrfM_000183.wav,inter_frame/Teh6GsPqrfM_000183.png
x-6cOM2sVKM,train,orchestra,x-6cOM2sVKM_000050,video/x-6cOM2sVKM_50000_60000.mp4,audio_wav/x-6cOM2sVKM_000050.wav,inter_frame/x-6cOM2sVKM_000050.png
kH_Dx698psc,train,sharpen knife,kH_Dx698psc_000036,video/kH_Dx698psc_36000_46000.mp4,audio_wav/kH_Dx698psc_000036.wav,inter_frame/kH_Dx698psc_000036.png
MwSYz82k1KA,train,people marching,MwSYz82k1KA_000028,video/MwSYz82k1KA_28000_38000.mp4,audio_wav/MwSYz82k1KA_000028.wav,inter_frame/MwSYz82k1KA_000028.png
yWEVbIyLFgY,train,fox barking,yWEVbIyLFgY_000020,video/yWEVbIyLFgY_20000_30000.mp4,audio_wav/yWEVbIyLFgY_000020.wav,inter_frame/yWEVbIyLFgY_000020.png
qAvpDnBuUE4,train,lions growling,qAvpDnBuUE4_000050,video/qAvpDnBuUE4_50000_60000.mp4,audio_wav/qAvpDnBuUE4_000050.wav,inter_frame/qAvpDnBuUE4_000050.png
L4wQuGSI30s,train,chainsawing trees,L4wQuGSI30s_000080,video/L4wQuGSI30s_80000_90000.mp4,audio_wav/L4wQuGSI30s_000080.wav,inter_frame/L4wQuGSI30s_000080.png
vbKtM1BBYZo,train,stream burbling,vbKtM1BBYZo_000038,video/vbKtM1BBYZo_38000_48000.mp4,audio_wav/vbKtM1BBYZo_000038.wav,inter_frame/vbKtM1BBYZo_000038.png
JXDWYd3L4mI,train,sailing,JXDWYd3L4mI_000040,video/JXDWYd3L4mI_40000_50000.mp4,audio_wav/JXDWYd3L4mI_000040.wav,inter_frame/JXDWYd3L4mI_000040.png
hAoKWfcxs60,train,female singing,hAoKWfcxs60_000030,video/hAoKWfcxs60_30000_40000.mp4,audio_wav/hAoKWfcxs60_000030.wav,inter_frame/hAoKWfcxs60_000030.png
2bG7vNnDujU,train,male singing,2bG7vNnDujU_000030,video/2bG7vNnDujU_30000_40000.mp4,audio_wav/2bG7vNnDujU_000030.wav,inter_frame/2bG7vNnDujU_000030.png
1bEO3pyFHZA,train,opening or closing drawers,1bEO3pyFHZA_000057,video/1bEO3pyFHZA_57000_67000.mp4,audio_wav/1bEO3pyFHZA_000057.wav,inter_frame/1bEO3pyFHZA_000057.png
5xIKGSSAPeE,train,opening or closing drawers,5xIKGSSAPeE_000018,video/5xIKGSSAPeE_18000_28000.mp4,audio_wav/5xIKGSSAPeE_000018.wav,inter_frame/5xIKGSSAPeE_000018.png
2iJxfPLfn1A,train,"child speech, kid speaking",2iJxfPLfn1A_000300,video/2iJxfPLfn1A_300000_310000.mp4,audio_wav/2iJxfPLfn1A_000300.wav,inter_frame/2iJxfPLfn1A_000300.png
PVrRv5OTnzU,train,dog bow-wow,PVrRv5OTnzU_000090,video/PVrRv5OTnzU_90000_100000.mp4,audio_wav/PVrRv5OTnzU_000090.wav,inter_frame/PVrRv5OTnzU_000090.png
68qluDGOY28,train,playing cello,68qluDGOY28_000030,video/68qluDGOY28_30000_40000.mp4,audio_wav/68qluDGOY28_000030.wav,inter_frame/68qluDGOY28_000030.png
Z81jyZ_ERks,train,driving buses,Z81jyZ_ERks_000030,video/Z81jyZ_ERks_30000_40000.mp4,audio_wav/Z81jyZ_ERks_000030.wav,inter_frame/Z81jyZ_ERks_000030.png
enbGwwv4U1c,train,sliding door,enbGwwv4U1c_000070,video/enbGwwv4U1c_70000_80000.mp4,audio_wav/enbGwwv4U1c_000070.wav,inter_frame/enbGwwv4U1c_000070.png
AaodGC2rvTI,train,"female speech, woman speaking",AaodGC2rvTI_000030,video/AaodGC2rvTI_30000_40000.mp4,audio_wav/AaodGC2rvTI_000030.wav,inter_frame/AaodGC2rvTI_000030.png
XV7ufMUcH0A,train,opening or closing drawers,XV7ufMUcH0A_000668,video/XV7ufMUcH0A_668000_678000.mp4,audio_wav/XV7ufMUcH0A_000668.wav,inter_frame/XV7ufMUcH0A_000668.png
v-WLBlYdjlg,train,playing tabla,v-WLBlYdjlg_000068,video/v-WLBlYdjlg_68000_78000.mp4,audio_wav/v-WLBlYdjlg_000068.wav,inter_frame/v-WLBlYdjlg_000068.png
3rL8EhnUTn8,train,airplane flyby,3rL8EhnUTn8_000501,video/3rL8EhnUTn8_501000_511000.mp4,audio_wav/3rL8EhnUTn8_000501.wav,inter_frame/3rL8EhnUTn8_000501.png
XyxSWAugWs8,train,playing piano,XyxSWAugWs8_000130,video/XyxSWAugWs8_130000_140000.mp4,audio_wav/XyxSWAugWs8_000130.wav,inter_frame/XyxSWAugWs8_000130.png
z_lhcojB0HI,train,dog howling,z_lhcojB0HI_000045,video/z_lhcojB0HI_45000_55000.mp4,audio_wav/z_lhcojB0HI_000045.wav,inter_frame/z_lhcojB0HI_000045.png
0GbQN1xBAWw,train,sea waves,0GbQN1xBAWw_000776,video/0GbQN1xBAWw_776000_786000.mp4,audio_wav/0GbQN1xBAWw_000776.wav,inter_frame/0GbQN1xBAWw_000776.png
TsjUIjHu5Jg,train,"fly, housefly buzzing",TsjUIjHu5Jg_000127,video/TsjUIjHu5Jg_127000_137000.mp4,audio_wav/TsjUIjHu5Jg_000127.wav,inter_frame/TsjUIjHu5Jg_000127.png
UhED68aydg0,train,dog barking,UhED68aydg0_000010,video/UhED68aydg0_10000_20000.mp4,audio_wav/UhED68aydg0_000010.wav,inter_frame/UhED68aydg0_000010.png
5-SAIt0_Ji0,train,chicken crowing,5-SAIt0_Ji0_000004,video/5-SAIt0_Ji0_4000_14000.mp4,audio_wav/5-SAIt0_Ji0_000004.wav,inter_frame/5-SAIt0_Ji0_000004.png
lhY-Qr8HxTc,train,playing tambourine,lhY-Qr8HxTc_000054,video/lhY-Qr8HxTc_54000_64000.mp4,audio_wav/lhY-Qr8HxTc_000054.wav,inter_frame/lhY-Qr8HxTc_000054.png
0drMblLrSaE,train,lathe spinning,0drMblLrSaE_000046,video/0drMblLrSaE_46000_56000.mp4,audio_wav/0drMblLrSaE_000046.wav,inter_frame/0drMblLrSaE_000046.png
18eGuS_bUrI,train,playing hammond organ,18eGuS_bUrI_000170,video/18eGuS_bUrI_170000_180000.mp4,audio_wav/18eGuS_bUrI_000170.wav,inter_frame/18eGuS_bUrI_000170.png
PJc98NdlzU0,train,lions growling,PJc98NdlzU0_000000,video/PJc98NdlzU0_0_10000.mp4,audio_wav/PJc98NdlzU0_000000.wav,inter_frame/PJc98NdlzU0_000000.png
FkUrFeBfIOE,train,people slurping,FkUrFeBfIOE_000621,video/FkUrFeBfIOE_621000_631000.mp4,audio_wav/FkUrFeBfIOE_000621.wav,inter_frame/FkUrFeBfIOE_000621.png
32JXTej6Nlw,train,people hiccup,32JXTej6Nlw_000021,video/32JXTej6Nlw_21000_31000.mp4,audio_wav/32JXTej6Nlw_000021.wav,inter_frame/32JXTej6Nlw_000021.png
xCf54NmtNx8,train,people hiccup,xCf54NmtNx8_000170,video/xCf54NmtNx8_170000_180000.mp4,audio_wav/xCf54NmtNx8_000170.wav,inter_frame/xCf54NmtNx8_000170.png
iT5smu_jADg,train,spraying water,iT5smu_jADg_000111,video/iT5smu_jADg_111000_121000.mp4,audio_wav/iT5smu_jADg_000111.wav,inter_frame/iT5smu_jADg_000111.png
6Cx9qJPC-cA,train,male singing,6Cx9qJPC-cA_000030,video/6Cx9qJPC-cA_30000_40000.mp4,audio_wav/6Cx9qJPC-cA_000030.wav,inter_frame/6Cx9qJPC-cA_000030.png
onY-2fmqIVw,train,fire truck siren,onY-2fmqIVw_000223,video/onY-2fmqIVw_223000_233000.mp4,audio_wav/onY-2fmqIVw_000223.wav,inter_frame/onY-2fmqIVw_000223.png
Dcjwp50SIBU,train,skateboarding,Dcjwp50SIBU_000030,video/Dcjwp50SIBU_30000_40000.mp4,audio_wav/Dcjwp50SIBU_000030.wav,inter_frame/Dcjwp50SIBU_000030.png
8OJfebn55Rk,train,chainsawing trees,8OJfebn55Rk_000039,video/8OJfebn55Rk_39000_49000.mp4,audio_wav/8OJfebn55Rk_000039.wav,inter_frame/8OJfebn55Rk_000039.png
EnP3UpRHH9U,train,people sneezing,EnP3UpRHH9U_000082,video/EnP3UpRHH9U_82000_92000.mp4,audio_wav/EnP3UpRHH9U_000082.wav,inter_frame/EnP3UpRHH9U_000082.png
7pNsweQvfXI,train,dog howling,7pNsweQvfXI_000026,video/7pNsweQvfXI_26000_36000.mp4,audio_wav/7pNsweQvfXI_000026.wav,inter_frame/7pNsweQvfXI_000026.png
tZUBvalpY_k,train,chainsawing trees,tZUBvalpY_k_000000,video/tZUBvalpY_k_0_10000.mp4,audio_wav/tZUBvalpY_k_000000.wav,inter_frame/tZUBvalpY_k_000000.png
eK97_rb6BsY,train,playing gong,eK97_rb6BsY_000072,video/eK97_rb6BsY_72000_82000.mp4,audio_wav/eK97_rb6BsY_000072.wav,inter_frame/eK97_rb6BsY_000072.png
MV6-aXoxqFc,train,cat growling,MV6-aXoxqFc_000096,video/MV6-aXoxqFc_96000_106000.mp4,audio_wav/MV6-aXoxqFc_000096.wav,inter_frame/MV6-aXoxqFc_000096.png
7HZ_Lumw0M8,train,playing tabla,7HZ_Lumw0M8_000082,video/7HZ_Lumw0M8_82000_92000.mp4,audio_wav/7HZ_Lumw0M8_000082.wav,inter_frame/7HZ_Lumw0M8_000082.png
A4QKnAfyOwo,train,parrot talking,A4QKnAfyOwo_000027,video/A4QKnAfyOwo_27000_37000.mp4,audio_wav/A4QKnAfyOwo_000027.wav,inter_frame/A4QKnAfyOwo_000027.png
4EZry32QHno,train,playing tabla,4EZry32QHno_000141,video/4EZry32QHno_141000_151000.mp4,audio_wav/4EZry32QHno_000141.wav,inter_frame/4EZry32QHno_000141.png
oPwAWlAlk6Y,train,car engine starting,oPwAWlAlk6Y_000190,video/oPwAWlAlk6Y_190000_200000.mp4,audio_wav/oPwAWlAlk6Y_000190.wav,inter_frame/oPwAWlAlk6Y_000190.png
MFfsk4l5DQ0,train,people belly laughing,MFfsk4l5DQ0_000020,video/MFfsk4l5DQ0_20000_30000.mp4,audio_wav/MFfsk4l5DQ0_000020.wav,inter_frame/MFfsk4l5DQ0_000020.png
dQ9HtjcnOoA,train,fire truck siren,dQ9HtjcnOoA_000237,video/dQ9HtjcnOoA_237000_247000.mp4,audio_wav/dQ9HtjcnOoA_000237.wav,inter_frame/dQ9HtjcnOoA_000237.png
A_F8XKOLWqA,train,"pigeon, dove cooing",A_F8XKOLWqA_000020,video/A_F8XKOLWqA_20000_30000.mp4,audio_wav/A_F8XKOLWqA_000020.wav,inter_frame/A_F8XKOLWqA_000020.png
2UVDsCYViMI,train,"vehicle horn, car horn, honking",2UVDsCYViMI_000040,video/2UVDsCYViMI_40000_50000.mp4,audio_wav/2UVDsCYViMI_000040.wav,inter_frame/2UVDsCYViMI_000040.png
Z_Kp2kwt1F4,train,opening or closing drawers,Z_Kp2kwt1F4_000036,video/Z_Kp2kwt1F4_36000_46000.mp4,audio_wav/Z_Kp2kwt1F4_000036.wav,inter_frame/Z_Kp2kwt1F4_000036.png
cKmK-nFdMXM,train,playing timpani,cKmK-nFdMXM_000036,video/cKmK-nFdMXM_36000_46000.mp4,audio_wav/cKmK-nFdMXM_000036.wav,inter_frame/cKmK-nFdMXM_000036.png
BFNXtqajmeA,train,playing congas,BFNXtqajmeA_000054,video/BFNXtqajmeA_54000_64000.mp4,audio_wav/BFNXtqajmeA_000054.wav,inter_frame/BFNXtqajmeA_000054.png
0c_zFIRXgok,train,sheep bleating,0c_zFIRXgok_000028,video/0c_zFIRXgok_28000_38000.mp4,audio_wav/0c_zFIRXgok_000028.wav,inter_frame/0c_zFIRXgok_000028.png
bIU8GbpUhts,train,dinosaurs bellowing,bIU8GbpUhts_000760,video/bIU8GbpUhts_760000_770000.mp4,audio_wav/bIU8GbpUhts_000760.wav,inter_frame/bIU8GbpUhts_000760.png
yvs75SpafpI,train,civil defense siren,yvs75SpafpI_000201,video/yvs75SpafpI_201000_211000.mp4,audio_wav/yvs75SpafpI_000201.wav,inter_frame/yvs75SpafpI_000201.png
kGaMCsTtHHg,train,playing volleyball,kGaMCsTtHHg_000152,video/kGaMCsTtHHg_152000_162000.mp4,audio_wav/kGaMCsTtHHg_000152.wav,inter_frame/kGaMCsTtHHg_000152.png
rQuqxKPiw14,train,playing tabla,rQuqxKPiw14_000118,video/rQuqxKPiw14_118000_128000.mp4,audio_wav/rQuqxKPiw14_000118.wav,inter_frame/rQuqxKPiw14_000118.png
FR-3728aOfw,train,"playing marimba, xylophone",FR-3728aOfw_000060,video/FR-3728aOfw_60000_70000.mp4,audio_wav/FR-3728aOfw_000060.wav,inter_frame/FR-3728aOfw_000060.png
bbTQQhnjZ8Q,train,train horning,bbTQQhnjZ8Q_000001,video/bbTQQhnjZ8Q_1000_11000.mp4,audio_wav/bbTQQhnjZ8Q_000001.wav,inter_frame/bbTQQhnjZ8Q_000001.png
4mtj8-D05TI,train,female singing,4mtj8-D05TI_000030,video/4mtj8-D05TI_30000_40000.mp4,audio_wav/4mtj8-D05TI_000030.wav,inter_frame/4mtj8-D05TI_000030.png
JGUnr24INe4,train,"subway, metro, underground",JGUnr24INe4_000030,video/JGUnr24INe4_30000_40000.mp4,audio_wav/JGUnr24INe4_000030.wav,inter_frame/JGUnr24INe4_000030.png
